AR,Major Cardiovascular Disease,13.1
AR,Major Cardiovascular Disease,29.9
AR,Major Cardiovascular Disease,15.3
AR,Major Cardiovascular Disease,33.2
AR,Major Cardiovascular Disease,11.6
AR,Major Cardiovascular Disease,9.6
AR,Major Cardiovascular Disease,9.1
AR,Major Cardiovascular Disease,8.3
AR,Major Cardiovascular Disease,22.3
AR,Major Cardiovascular Disease,0.0
AR,Major Cardiovascular Disease,0.0
AR,Major Cardiovascular Disease,0.0
AR,Major Cardiovascular Disease,9.9
AR,Major Cardiovascular Disease,11.4
CA,Major Cardiovascular Disease,6.6
CA,Major Cardiovascular Disease,6.6
CA,Major Cardiovascular Disease,8.1
CA,Major Cardiovascular Disease,7.7
CA,Major Cardiovascular Disease,5.3
CA,Major Cardiovascular Disease,5.6
CA,Major Cardiovascular Disease,0.0
CA,Major Cardiovascular Disease,2.0
CA,Major Cardiovascular Disease,7.7
CA,Major Cardiovascular Disease,20.9
CA,Major Cardiovascular Disease,9.3
CA,Major Cardiovascular Disease,23.2
CA,Major Cardiovascular Disease,7.8
CA,Major Cardiovascular Disease,6.1
CA,Major Cardiovascular Disease,9.1
CA,Major Cardiovascular Disease,8.9
CA,Major Cardiovascular Disease,5.1
CA,Major Cardiovascular Disease,5.4
CA,Major Cardiovascular Disease,6.7
CA,Major Cardiovascular Disease,4.9
CA,Major Cardiovascular Disease,13.6
CA,Major Cardiovascular Disease,13.0
CO,Major Cardiovascular Disease,5.2
CO,Major Cardiovascular Disease,5.3
CO,Major Cardiovascular Disease,6.2
CO,Major Cardiovascular Disease,6.5
CO,Major Cardiovascular Disease,4.1
CO,Major Cardiovascular Disease,4.4
CO,Major Cardiovascular Disease,0.0
CO,Major Cardiovascular Disease,1.4
CO,Major Cardiovascular Disease,5.7
CO,Major Cardiovascular Disease,18.2
CO,Major Cardiovascular Disease,7.5
CO,Major Cardiovascular Disease,25.6
CO,Major Cardiovascular Disease,5.5
CO,Major Cardiovascular Disease,5.0
CO,Major Cardiovascular Disease,6.7
CO,Major Cardiovascular Disease,6.6
CO,Major Cardiovascular Disease,0.0
CO,Major Cardiovascular Disease,0.0
CO,Major Cardiovascular Disease,3.8
CO,Major Cardiovascular Disease,5.3
CO,Major Cardiovascular Disease,9.4
CO,Major Cardiovascular Disease,8.7
CT,Major Cardiovascular Disease,7.0
CT,Major Cardiovascular Disease,6.2
CT,Major Cardiovascular Disease,7.5
CT,Major Cardiovascular Disease,8.0
CT,Major Cardiovascular Disease,6.1
CT,Major Cardiovascular Disease,5.2
CT,Major Cardiovascular Disease,0.0
CT,Major Cardiovascular Disease,1.7
CT,Major Cardiovascular Disease,6.6
CT,Major Cardiovascular Disease,21.5
CT,Major Cardiovascular Disease,9.6
CT,Major Cardiovascular Disease,25.8
CT,Major Cardiovascular Disease,7.4
CT,Major Cardiovascular Disease,5.9
CT,Major Cardiovascular Disease,6.0
CT,Major Cardiovascular Disease,5.8
CT,Major Cardiovascular Disease,0.0
CT,Major Cardiovascular Disease,0.0
CT,Major Cardiovascular Disease,6.0
CT,Major Cardiovascular Disease,7.9
CT,Major Cardiovascular Disease,0.0
CT,Major Cardiovascular Disease,0.0
DE,Major Cardiovascular Disease,7.7
DE,Major Cardiovascular Disease,8.7
DE,Major Cardiovascular Disease,10.1
DE,Major Cardiovascular Disease,9.2
DE,Major Cardiovascular Disease,6.4
DE,Major Cardiovascular Disease,7.4
DE,Major Cardiovascular Disease,0.0
DE,Major Cardiovascular Disease,0.0
DE,Major Cardiovascular Disease,10.2
DE,Major Cardiovascular Disease,21.5
DE,Major Cardiovascular Disease,11.4
DE,Major Cardiovascular Disease,25.5
DE,Major Cardiovascular Disease,9.7
DE,Major Cardiovascular Disease,7.8
DE,Major Cardiovascular Disease,7.2
USM,Major Cardiovascular Disease,11.1
DE,Major Cardiovascular Disease,6.9
DE,Major Cardiovascular Disease,0.0
DE,Major Cardiovascular Disease,0.0
DE,Major Cardiovascular Disease,0.0
DE,Major Cardiovascular Disease,0.0
DE,Major Cardiovascular Disease,13.6
DE,Major Cardiovascular Disease,0.0
DC,Cardiovascular Diseases,7.3
DC,Cardiovascular Diseases,7.1
DC,Cardiovascular Diseases,7.4
DC,Cardiovascular Diseases,6.8
DC,Cardiovascular Diseases,7.3
DC,Cardiovascular Diseases,7.3
DC,Cardiovascular Diseases,
DC,Cardiovascular Diseases,2.1
DC,Cardiovascular Diseases,8.9
DC,Cardiovascular Diseases,21.9
DC,Cardiovascular Diseases,10.6
DC,Cardiovascular Diseases,25.9
DC,Cardiovascular Diseases,3.1
DC,Cardiovascular Diseases,3.3
DC,Cardiovascular Diseases,9.8
DC,Cardiovascular Diseases,10.5
DC,Cardiovascular Diseases,
DC,Cardiovascular Diseases,
DC,Cardiovascular Diseases,10.9
DC,Cardiovascular Diseases,6.3
DC,Cardiovascular Diseases,12.2
DC,Cardiovascular Diseases,
FL,Major Cardiovascular Disease,10.5
FL,Major Cardiovascular Disease,8.8
FL,Major Cardiovascular Disease,10.0
FL,Major Cardiovascular Disease,11.6
FL,Major Cardiovascular Disease,9.4
FL,Major Cardiovascular Disease,7.7
FL,Major Cardiovascular Disease,0.0
FL,Major Cardiovascular Disease,2.9
FL,Major Cardiovascular Disease,11.4
FL,Major Cardiovascular Disease,24.7
FL,Major Cardiovascular Disease,13.7
FL,Major Cardiovascular Disease,28.0
FL,Major Cardiovascular Disease,12.1
FL,Major Cardiovascular Disease,8.7
FL,Major Cardiovascular Disease,7.4
FL,Major Cardiovascular Disease,6.5
FL,Major Cardiovascular Disease,0.0
FL,Major Cardiovascular Disease,0.0
FL,Major Cardiovascular Disease,8.3
FL,Major Cardiovascular Disease,8.9
FL,Major Cardiovascular Disease,12.1
FL,Major Cardiovascular Disease,11.4
GA,Major Cardiovascular Disease,8.6
GA,Major Cardiovascular Disease,8.6
GA,Major Cardiovascular Disease,9.4
GA,Major Cardiovascular Disease,9.9
GA,Major Cardiovascular Disease,7.5
GA,Major Cardiovascular Disease,7.9
GA,Major Cardiovascular Disease,0.0
GA,Major Cardiovascular Disease,2.6
GA,Major Cardiovascular Disease,11.2
GA,Major Cardiovascular Disease,25.0
GA,Major Cardiovascular Disease,11.8
GA,Major Cardiovascular Disease,28.8
GA,Major Cardiovascular Disease,10.0
GA,Major Cardiovascular Disease,8.9
GA,Major Cardiovascular Disease,8.1
GA,Major Cardiovascular Disease,6.9
GA,Major Cardiovascular Disease,0.0
GA,Major Cardiovascular Disease,0.0
GA,Major Cardiovascular Disease,7.8
GA,Major Cardiovascular Disease,3.4
GA,Major Cardiovascular Disease,11.8
GA,Major Cardiovascular Disease,11.3
HI,Major Cardiovascular Disease,6.3
HI,Major Cardiovascular Disease,5.6
HI,Major Cardiovascular Disease,7.2
HI,Major Cardiovascular Disease,7.4
HI,Major Cardiovascular Disease,5.2
HI,Major Cardiovascular Disease,4.3
HI,Major Cardiovascular Disease,0.0
HI,Major Cardiovascular Disease,1.0
HI,Major Cardiovascular Disease,7.2
HI,Major Cardiovascular Disease,17.4
HI,Major Cardiovascular Disease,8.7
HI,Major Cardiovascular Disease,19.9
HI,Major Cardiovascular Disease,6.8
HI,Major Cardiovascular Disease,6.0
HI,Major Cardiovascular Disease,0.0
HI,Major Cardiovascular Disease,0.0
HI,Major Cardiovascular Disease,5.5
HI,Major Cardiovascular Disease,7.0
HI,Major Cardiovascular Disease,3.6
HI,Major Cardiovascular Disease,5.4
HI,Major Cardiovascular Disease,5.6
HI,Major Cardiovascular Disease,5.0
ID,Major Cardiovascular Disease,7.7
ID,Major Cardiovascular Disease,7.3
ID,Major Cardiovascular Disease,8.6
ID,Major Cardiovascular Disease,8.8
ID,Major Cardiovascular Disease,6.6
ID,Major Cardiovascular Disease,6.1
ID,Major Cardiovascular Disease,0.0
ID,Major Cardiovascular Disease,2.6
ID,Major Cardiovascular Disease,7.2
ID,Major Cardiovascular Disease,24.5
ID,Major Cardiovascular Disease,10.8
ID,Major Cardiovascular Disease,30.9
ID,Major Cardiovascular Disease,7.9
ID,Major Cardiovascular Disease,7.2
ID,Major Cardiovascular Disease,0.0
ID,Major Cardiovascular Disease,0.0
ID,Major Cardiovascular Disease,0.0
ID,Major Cardiovascular Disease,0.0
ID,Major Cardiovascular Disease,8.8
ID,Major Cardiovascular Disease,0.0
ID,Major Cardiovascular Disease,0.0
ID,Major Cardiovascular Disease,0.0
IL,Major Cardiovascular Disease,7.2
IL,Major Cardiovascular Disease,7.6
IL,Major Cardiovascular Disease,7.9
IL,Major Cardiovascular Disease,7.9
IL,Major Cardiovascular Disease,6.6
IL,Major Cardiovascular Disease,7.3
IL,Major Cardiovascular Disease,0.0
IL,Major Cardiovascular Disease,3.2
IL,Major Cardiovascular Disease,7.2
IL,Major Cardiovascular Disease,23.4
IL,Major Cardiovascular Disease,10.3
IL,Major Cardiovascular Disease,28.7
IL,Major Cardiovascular Disease,7.9
USM,Stroke,4.6
IL,Major Cardiovascular Disease,6.6
IL,Major Cardiovascular Disease,8.1
IL,Major Cardiovascular Disease,7.7
IL,Major Cardiovascular Disease,0.0
IL,Major Cardiovascular Disease,0.0
IL,Major Cardiovascular Disease,0.0
IL,Major Cardiovascular Disease,0.0
IL,Major Cardiovascular Disease,34.1
IL,Major Cardiovascular Disease,31.9
IN,Major Cardiovascular Disease,9.6
IN,Major Cardiovascular Disease,9.0
IN,Major Cardiovascular Disease,10.5
IN,Major Cardiovascular Disease,10.7
IN,Major Cardiovascular Disease,7.6
IN,Major Cardiovascular Disease,8.4
IN,Major Cardiovascular Disease,0.0
IN,Major Cardiovascular Disease,3.5
IN,Major Cardiovascular Disease,10.7
IN,Major Cardiovascular Disease,25.0
IN,Major Cardiovascular Disease,13.1
IN,Major Cardiovascular Disease,28.8
IN,Major Cardiovascular Disease,9.8
IN,Major Cardiovascular Disease,8.8
IN,Major Cardiovascular Disease,9.9
IN,Major Cardiovascular Disease,9.0
IN,Major Cardiovascular Disease,0.0
IN,Major Cardiovascular Disease,0.0
IN,Major Cardiovascular Disease,7.6
IN,Major Cardiovascular Disease,4.7
IN,Major Cardiovascular Disease,0.0
IN,Major Cardiovascular Disease,0.0
IA,Major Cardiovascular Disease,7.5
IA,Major Cardiovascular Disease,6.6
IA,Major Cardiovascular Disease,8.0
IA,Major Cardiovascular Disease,8.5
IA,Major Cardiovascular Disease,6.5
IA,Major Cardiovascular Disease,5.4
IA,Major Cardiovascular Disease,0.0
IA,Major Cardiovascular Disease,1.7
IA,Major Cardiovascular Disease,7.5
IA,Major Cardiovascular Disease,21.1
IA,Major Cardiovascular Disease,10.2
IA,Major Cardiovascular Disease,26.8
IA,Major Cardiovascular Disease,7.6
IA,Major Cardiovascular Disease,6.4
IA,Major Cardiovascular Disease,0.0
IA,Major Cardiovascular Disease,0.0
IA,Major Cardiovascular Disease,0.0
IA,Major Cardiovascular Disease,0.0
IA,Major Cardiovascular Disease,0.0
IA,Major Cardiovascular Disease,0.0
IA,Major Cardiovascular Disease,0.0
IA,Major Cardiovascular Disease,0.0
KS,Major Cardiovascular Disease,7.9
KS,Major Cardiovascular Disease,8.5
KS,Major Cardiovascular Disease,9.3
KS,Major Cardiovascular Disease,9.5
KS,Major Cardiovascular Disease,6.7
KS,Major Cardiovascular Disease,7.6
KS,Major Cardiovascular Disease,0.0
KS,Major Cardiovascular Disease,2.7
KS,Major Cardiovascular Disease,9.0
KS,Major Cardiovascular Disease,24.7
KS,Major Cardiovascular Disease,11.8
KS,Major Cardiovascular Disease,27.7
KS,Major Cardiovascular Disease,8.8
KS,Major Cardiovascular Disease,7.6
KS,Major Cardiovascular Disease,9.0
KS,Major Cardiovascular Disease,8.2
KS,Major Cardiovascular Disease,0.0
KS,Major Cardiovascular Disease,0.0
KS,Major Cardiovascular Disease,6.0
KS,Major Cardiovascular Disease,9.0
KS,Major Cardiovascular Disease,12.4
KS,Major Cardiovascular Disease,11.8
KY,Major Cardiovascular Disease,11.1
KY,Major Cardiovascular Disease,10.3
KY,Major Cardiovascular Disease,11.9
KY,Major Cardiovascular Disease,12.2
KY,Major Cardiovascular Disease,8.8
KY,Major Cardiovascular Disease,10.0
KY,Major Cardiovascular Disease,0.0
KY,Major Cardiovascular Disease,3.3
KY,Major Cardiovascular Disease,14.1
KY,Major Cardiovascular Disease,26.6
KY,Major Cardiovascular Disease,15.0
KY,Major Cardiovascular Disease,29.6
KY,Major Cardiovascular Disease,11.1
KY,Major Cardiovascular Disease,10.0
KY,Major Cardiovascular Disease,11.2
KY,Major Cardiovascular Disease,10.6
KY,Major Cardiovascular Disease,0.0
KY,Major Cardiovascular Disease,0.0
KY,Major Cardiovascular Disease,9.7
KY,Major Cardiovascular Disease,0.0
KY,Major Cardiovascular Disease,0.0
KY,Major Cardiovascular Disease,17.3
LA,Major Cardiovascular Disease,9.5
LA,Major Cardiovascular Disease,10.0
LA,Major Cardiovascular Disease,10.4
LA,Major Cardiovascular Disease,10.5
LA,Major Cardiovascular Disease,9.6
LA,Major Cardiovascular Disease,8.8
LA,Major Cardiovascular Disease,0.0
LA,Major Cardiovascular Disease,2.7
LA,Major Cardiovascular Disease,12.9
LA,Major Cardiovascular Disease,26.8
LA,Major Cardiovascular Disease,14.3
LA,Major Cardiovascular Disease,29.8
LA,Major Cardiovascular Disease,10.4
LA,Major Cardiovascular Disease,9.1
LA,Major Cardiovascular Disease,10.2
LA,Major Cardiovascular Disease,9.3
LA,Major Cardiovascular Disease,0.0
LA,Major Cardiovascular Disease,0.0
LA,Major Cardiovascular Disease,10.3
LA,Major Cardiovascular Disease,11.1
LA,Major Cardiovascular Disease,11.7
LA,Major Cardiovascular Disease,12.0
ME,Major Cardiovascular Disease,9.5
ME,Major Cardiovascular Disease,8.0
ME,Major Cardiovascular Disease,9.9
ME,Major Cardiovascular Disease,11.4
ME,Major Cardiovascular Disease,6.2
ME,Major Cardiovascular Disease,7.7
ME,Major Cardiovascular Disease,0.0
ME,Major Cardiovascular Disease,1.7
ME,Major Cardiovascular Disease,9.9
ME,Major Cardiovascular Disease,24.4
ME,Major Cardiovascular Disease,12.2
ME,Major Cardiovascular Disease,29.3
ME,Major Cardiovascular Disease,9.4
ME,Major Cardiovascular Disease,7.8
ME,Major Cardiovascular Disease,0.0
ME,Major Cardiovascular Disease,0.0
ME,Major Cardiovascular Disease,0.0
ME,Major Cardiovascular Disease,0.0
ME,Major Cardiovascular Disease,10.6
ME,Major Cardiovascular Disease,7.2
ME,Major Cardiovascular Disease,15.7
ME,Major Cardiovascular Disease,18.9
MD,Major Cardiovascular Disease,7.4
MD,Major Cardiovascular Disease,7.7
MD,Major Cardiovascular Disease,8.8
MD,Major Cardiovascular Disease,8.9
MD,Major Cardiovascular Disease,6.2
MD,Major Cardiovascular Disease,6.8
MD,Major Cardiovascular Disease,0.0
MD,Major Cardiovascular Disease,2.6
MD,Major Cardiovascular Disease,8.4
MD,Major Cardiovascular Disease,22.1
MD,Major Cardiovascular Disease,10.3
MD,Major Cardiovascular Disease,27.2
MD,Major Cardiovascular Disease,8.4
MD,Major Cardiovascular Disease,7.2
MD,Major Cardiovascular Disease,7.3
MD,Major Cardiovascular Disease,6.9
MD,Major Cardiovascular Disease,0.0
MD,Major Cardiovascular Disease,0.0
MD,Major Cardiovascular Disease,0.0
MD,Major Cardiovascular Disease,0.0
MD,Major Cardiovascular Disease,9.4
MD,Major Cardiovascular Disease,0.0
MA,Major Cardiovascular Disease,6.6
MA,Major Cardiovascular Disease,7.2
MA,Major Cardiovascular Disease,8.5
MA,Major Cardiovascular Disease,8.3
MA,Major Cardiovascular Disease,5.2
MA,Major Cardiovascular Disease,6.0
MA,Major Cardiovascular Disease,0.0
MA,Major Cardiovascular Disease,1.7
MA,Major Cardiovascular Disease,7.0
MA,Major Cardiovascular Disease,22.0
MA,Major Cardiovascular Disease,9.8
MA,Major Cardiovascular Disease,26.6
MA,Major Cardiovascular Disease,7.2
MA,Major Cardiovascular Disease,6.1
MA,Major Cardiovascular Disease,8.8
MA,Major Cardiovascular Disease,7.9
MA,Major Cardiovascular Disease,0.0
MA,Major Cardiovascular Disease,0.0
MA,Major Cardiovascular Disease,8.3
MA,Major Cardiovascular Disease,6.2
MA,Major Cardiovascular Disease,14.0
MA,Major Cardiovascular Disease,13.7
USM,Major Cardiovascular Disease,28.0
MI,Major Cardiovascular Disease,8.4
MI,Major Cardiovascular Disease,9.5
MI,Major Cardiovascular Disease,9.6
MI,Major Cardiovascular Disease,10.4
MI,Major Cardiovascular Disease,7.5
MI,Major Cardiovascular Disease,8.7
MI,Major Cardiovascular Disease,0.0
MI,Major Cardiovascular Disease,2.0
MI,Major Cardiovascular Disease,11.4
MI,Major Cardiovascular Disease,25.7
MI,Major Cardiovascular Disease,13.1
MI,Major Cardiovascular Disease,31.7
MI,Major Cardiovascular Disease,7.8
MI,Major Cardiovascular Disease,9.4
MI,Major Cardiovascular Disease,10.0
MI,Major Cardiovascular Disease,10.7
MI,Major Cardiovascular Disease,0.0
MI,Major Cardiovascular Disease,0.0
MI,Major Cardiovascular Disease,11.7
MI,Major Cardiovascular Disease,9.5
MI,Major Cardiovascular Disease,13.4
MI,Major Cardiovascular Disease,12.1
MN,Major Cardiovascular Disease,6.0
MN,Major Cardiovascular Disease,6.5
MN,Major Cardiovascular Disease,8.0
MN,Major Cardiovascular Disease,7.9
MN,Major Cardiovascular Disease,4.4
MN,Major Cardiovascular Disease,4.9
MN,Major Cardiovascular Disease,0.0
MN,Major Cardiovascular Disease,1.5
MN,Major Cardiovascular Disease,6.4
MN,Major Cardiovascular Disease,20.9
MN,Major Cardiovascular Disease,8.9
MN,Major Cardiovascular Disease,26.0
MN,Major Cardiovascular Disease,6.7
MN,Major Cardiovascular Disease,5.9
MN,Major Cardiovascular Disease,7.8
MN,Major Cardiovascular Disease,5.7
MN,Major Cardiovascular Disease,0.0
MN,Major Cardiovascular Disease,0.0
MN,Major Cardiovascular Disease,6.4
MN,Major Cardiovascular Disease,9.4
MN,Major Cardiovascular Disease,8.6
MN,Major Cardiovascular Disease,8.5
MS,Major Cardiovascular Disease,9.8
MS,Major Cardiovascular Disease,10.5
MS,Major Cardiovascular Disease,11.1
MS,Major Cardiovascular Disease,11.0
MS,Major Cardiovascular Disease,8.9
MS,Major Cardiovascular Disease,9.9
MS,Major Cardiovascular Disease,0.0
MS,Major Cardiovascular Disease,3.9
MS,Major Cardiovascular Disease,12.7
MS,Major Cardiovascular Disease,26.9
MS,Major Cardiovascular Disease,14.7
MS,Major Cardiovascular Disease,28.5
MS,Major Cardiovascular Disease,11.1
MS,Major Cardiovascular Disease,9.2
MS,Major Cardiovascular Disease,10.2
MS,Major Cardiovascular Disease,9.0
MS,Major Cardiovascular Disease,0.0
MS,Major Cardiovascular Disease,0.0
MS,Major Cardiovascular Disease,14.3
MS,Major Cardiovascular Disease,14.1
MS,Major Cardiovascular Disease,0.0
MS,Major Cardiovascular Disease,16.0
MO,Major Cardiovascular Disease,8.9
MO,Major Cardiovascular Disease,9.8
MO,Major Cardiovascular Disease,10.6
MO,Major Cardiovascular Disease,11.2
MO,Major Cardiovascular Disease,7.4
MO,Major Cardiovascular Disease,8.6
MO,Major Cardiovascular Disease,0.0
MO,Major Cardiovascular Disease,3.2
MO,Major Cardiovascular Disease,10.7
USM,Diabetes,13.1
MO,Major Cardiovascular Disease,26.8
MO,Major Cardiovascular Disease,13.6
MO,Major Cardiovascular Disease,32.3
MO,Major Cardiovascular Disease,9.7
MO,Major Cardiovascular Disease,8.4
MO,Major Cardiovascular Disease,10.0
MO,Major Cardiovascular Disease,9.6
MO,Major Cardiovascular Disease,0.0
MO,Major Cardiovascular Disease,0.0
MO,Major Cardiovascular Disease,0.0
MO,Major Cardiovascular Disease,0.0
MO,Major Cardiovascular Disease,23.2
MO,Major Cardiovascular Disease,23.2
MT,Major Cardiovascular Disease,7.6
MT,Major Cardiovascular Disease,8.7
MT,Major Cardiovascular Disease,10.1
MT,Major Cardiovascular Disease,9.0
MT,Major Cardiovascular Disease,6.2
USM,Stroke,9.9
MT,Major Cardiovascular Disease,7.2
MT,Major Cardiovascular Disease,0.0
MT,Major Cardiovascular Disease,1.5
MT,Major Cardiovascular Disease,9.2
MT,Major Cardiovascular Disease,23.4
MT,Major Cardiovascular Disease,11.7
MT,Major Cardiovascular Disease,30.4
MT,Major Cardiovascular Disease,8.7
MT,Major Cardiovascular Disease,7.4
MT,Major Cardiovascular Disease,0.0
MT,Major Cardiovascular Disease,0.0
MT,Major Cardiovascular Disease,0.0
MT,Major Cardiovascular Disease,0.0
MT,Major Cardiovascular Disease,0.0
MT,Major Cardiovascular Disease,0.0
MT,Major Cardiovascular Disease,11.5
MT,Major Cardiovascular Disease,10.2
NE,Major Cardiovascular Disease,7.9
NE,Major Cardiovascular Disease,7.3
NE,Major Cardiovascular Disease,9.1
NE,Major Cardiovascular Disease,9.4
NE,Major Cardiovascular Disease,6.6
NE,Major Cardiovascular Disease,5.7
NE,Major Cardiovascular Disease,0.0
NE,Major Cardiovascular Disease,1.8
NE,Major Cardiovascular Disease,8.2
NE,Major Cardiovascular Disease,24.0
NE,Major Cardiovascular Disease,11.1
NE,Major Cardiovascular Disease,27.6
NE,Major Cardiovascular Disease,8.1
NE,Major Cardiovascular Disease,7.0
NE,Major Cardiovascular Disease,12.8
NE,Major Cardiovascular Disease,10.8
NE,Major Cardiovascular Disease,0.0
NE,Major Cardiovascular Disease,0.0
NE,Major Cardiovascular Disease,7.6
NE,Major Cardiovascular Disease,4.4
NE,Major Cardiovascular Disease,10.3
NE,Major Cardiovascular Disease,0.0
NV,Major Cardiovascular Disease,8.2
NV,Major Cardiovascular Disease,8.5
NV,Major Cardiovascular Disease,9.7
NV,Major Cardiovascular Disease,9.4
NV,Major Cardiovascular Disease,7.5
NV,Major Cardiovascular Disease,7.0
NV,Major Cardiovascular Disease,0.0
NV,Major Cardiovascular Disease,3.0
NV,Major Cardiovascular Disease,9.6
NV,Major Cardiovascular Disease,25.1
NV,Major Cardiovascular Disease,11.5
NV,Major Cardiovascular Disease,27.8
NV,Major Cardiovascular Disease,9.6
NV,Major Cardiovascular Disease,7.8
NV,Major Cardiovascular Disease,15.2
NV,Major Cardiovascular Disease,14.7
NV,Major Cardiovascular Disease,0.0
NV,Major Cardiovascular Disease,0.0
NV,Major Cardiovascular Disease,7.1
NV,Major Cardiovascular Disease,5.7
NV,Major Cardiovascular Disease,7.8
NV,Major Cardiovascular Disease,8.1
NH,Major Cardiovascular Disease,6.5
NH,Major Cardiovascular Disease,7.4
NH,Major Cardiovascular Disease,8.8
NH,Major Cardiovascular Disease,8.0
NH,Major Cardiovascular Disease,5.2
NH,Major Cardiovascular Disease,6.0
NH,Major Cardiovascular Disease,0.0
NH,Major Cardiovascular Disease,1.6
NH,Major Cardiovascular Disease,7.1
NH,Major Cardiovascular Disease,22.3
NH,Major Cardiovascular Disease,9.6
NH,Major Cardiovascular Disease,26.6
NH,Major Cardiovascular Disease,7.1
NH,Major Cardiovascular Disease,6.2
NH,Major Cardiovascular Disease,0.0
NH,Major Cardiovascular Disease,0.0
NH,Major Cardiovascular Disease,0.0
NH,Major Cardiovascular Disease,0.0
NH,Major Cardiovascular Disease,0.0
NH,Major Cardiovascular Disease,0.0
NH,Major Cardiovascular Disease,0.0
NH,Major Cardiovascular Disease,0.0
NJ,Major Cardiovascular Disease,7.3
NJ,Major Cardiovascular Disease,8.0
NJ,Major Cardiovascular Disease,9.3
NJ,Major Cardiovascular Disease,8.9
NJ,Major Cardiovascular Disease,5.9
NJ,Major Cardiovascular Disease,6.8
NJ,Major Cardiovascular Disease,0.0
NJ,Major Cardiovascular Disease,2.1
NJ,Major Cardiovascular Disease,8.5
NJ,Major Cardiovascular Disease,22.4
NJ,Major Cardiovascular Disease,10.5
NJ,Major Cardiovascular Disease,24.9
NJ,Major Cardiovascular Disease,8.8
NJ,Major Cardiovascular Disease,7.1
NJ,Major Cardiovascular Disease,9.1
NJ,Major Cardiovascular Disease,8.8
NJ,Major Cardiovascular Disease,4.3
NJ,Major Cardiovascular Disease,5.3
NJ,Major Cardiovascular Disease,6.8
NJ,Major Cardiovascular Disease,6.0
NJ,Major Cardiovascular Disease,10.1
NJ,Major Cardiovascular Disease,10.8
NM,Major Cardiovascular Disease,7.2
NM,Major Cardiovascular Disease,7.7
NM,Major Cardiovascular Disease,9.0
NM,Major Cardiovascular Disease,9.3
NM,Major Cardiovascular Disease,5.5
NM,Major Cardiovascular Disease,6.2
NM,Major Cardiovascular Disease,0.0
NM,Major Cardiovascular Disease,2.7
NM,Major Cardiovascular Disease,8.2
NM,Major Cardiovascular Disease,21.0
NM,Major Cardiovascular Disease,10.5
NM,Major Cardiovascular Disease,23.8
NM,Major Cardiovascular Disease,8.9
